time,A_F,A_V,A_L,L_F,L_V,L_L,T_F,T_V,T_L,Action,name
1000859,171,970,386,-309,879,242,165,961,-48,0,S08
1000875,161,941,405,-263,888,323,135,961,-97,0,S08
1000890,222,960,415,-190,916,363,67,1019,-126,0,S08
1000906,242,980,415,-172,962,363,67,1019,-126,0,S08
1000921,242,960,425,-154,944,343,0,1066,-106,0,S08
1000937,252,941,376,-172,935,333,-126,1038,-106,0,S08
1000953,242,941,425,-172,935,333,9,1019,-19,0,S08
1000968,272,960,396,-181,935,343,9,1019,-19,0,S08
1000984,303,950,425,-127,944,333,97,1057,-9,0,S08
1001000,252,950,415,-127,944,333,97,1057,-9,0,S08
1001015,242,960,376,-136,925,313,106,1057,-19,0,S08
1001031,242,990,396,-218,944,303,252,952,-97,0,S08
1001046,242,1009,396,-245,981,252,165,971,-106,0,S08
1001062,272,1009,376,-236,962,242,165,971,-106,0,S08
1001078,252,1039,366,-254,981,222,242,1000,-126,0,S08
1001093,252,1068,336,-290,1009,191,155,1038,-87,0,S08
1001109,181,1117,297,-327,1009,181,184,1085,-97,0,S08
1001125,202,1137,306,-400,1027,202,184,1085,-97,0,S08
1001140,202,1156,287,-390,1046,171,135,1095,-97,0,S08
1001156,181,1147,217,-427,1018,121,174,1057,-97,0,S08
1001171,191,1147,198,-454,925,141,242,980,-77,0,S08
1001187,191,1147,198,-409,935,191,194,952,-38,0,S08
1001203,353,1088,336,-409,935,191,184,885,-58,0,S08
1001218,353,980,504,-309,944,252,213,847,-87,0,S08
1001234,444,892,495,-245,1000,252,174,904,-106,0,S08
1001250,444,892,495,9,962,323,126,914,-135,0,S08
1001265,232,862,376,63,1009,313,87,933,-174,0,S08
1001281,90,784,297,63,1027,292,67,990,-165,0,S08
1001296,90,686,326,45,1018,303,-38,1076,-155,0,S08
1001312,-10,696,277,72,1000,262,-9,1104,-135,0,S08
1001328,10,686,168,72,1000,262,-38,1114,-126,0,S08
1001343,-252,735,178,90,972,262,48,1085,-106,0,S08
1001359,-313,794,217,36,981,262,126,1038,-77,0,S08
1001375,-141,911,247,-81,944,232,106,1047,-38,0,S08
1001390,-30,1019,217,-181,916,222,126,1028,-97,0,S08
1001406,-30,1019,217,-154,935,191,223,961,-97,0,S08
1001421,161,1098,237,-145,925,191,126,952,-97,0,S08
1001437,303,1078,247,-154,898,202,77,961,-145,0,S08
1001453,313,1098,257,-145,898,191,97,923,-174,0,S08
1001468,252,1127,306,-127,916,151,-58,942,-155,0,S08
1001484,292,1156,316,-154,907,121,-19,990,-213,0,S08
1001500,363,1166,316,-136,870,242,-87,1000,-126,0,S08
1001515,404,1196,346,-254,898,313,-67,1019,-106,0,S08
1001531,404,1186,425,-354,888,222,0,1028,-106,0,S08
1001546,686,1127,475,-536,833,181,38,1028,-67,0,S08
1001562,868,1098,356,-490,842,181,38,990,-67,0,S08
1001578,949,970,346,-354,851,101,97,990,-165,0,S08
1001593,828,813,435,-209,842,121,-9,904,-106,0,S08
1001609,767,725,564,-63,796,80,0,914,-135,0,S08
1001625,909,872,366,-163,722,171,-38,914,-165,0,S08
1001640,979,892,544,-227,805,181,-67,914,-145,0,S08
1001656,-131,1176,158,-227,925,353,-38,1038,-184,0,S08
1001671,-666,1352,108,-472,1185,181,67,1209,-106,0,S08
1001687,111,1303,297,-1063,1092,232,48,1333,-67,0,S08
1001703,-30,823,257,-472,925,151,106,1114,-29,0,S08
1001718,80,901,316,81,870,50,126,952,-58,0,S08
1001734,282,970,326,9,935,111,106,914,-58,0,S08
1001750,202,1049,287,-63,1009,151,194,1009,-106,0,S08
1001765,80,1019,277,-127,1046,171,194,1057,-77,0,S08
1001781,40,970,356,-227,981,191,135,1047,-77,0,S08
1001796,10,980,415,-318,907,252,116,952,-67,0,S08
1001812,50,970,386,-327,888,292,174,923,-165,0,S08
1001828,80,970,366,-345,907,303,58,952,-126,0,S08
1001843,60,1009,326,-363,916,272,77,1000,-135,0,S08
1001859,70,1000,297,-345,935,191,77,1009,-48,0,S08
1001875,90,970,306,-309,907,191,77,1038,-48,0,S08
1001890,80,980,326,-290,925,181,106,1009,-38,0,S08
1001906,90,970,366,-309,925,161,194,990,-9,0,S08
1001921,80,980,356,-372,870,212,126,980,48,0,S08
1001937,101,1000,356,-336,907,252,165,971,-19,0,S08
1001953,101,970,376,-272,898,292,145,952,-19,0,S08
1001968,121,970,366,-318,907,282,155,990,-87,0,S08
1001984,121,970,366,-300,907,292,116,1019,-77,0,S08
1002000,121,980,366,-245,935,313,97,1028,-106,0,S08
1002015,181,1000,356,-172,962,303,9,1095,-67,0,S08
1002031,191,990,356,-190,962,333,-9,1114,-97,0,S08
1002046,161,990,376,-200,981,333,-9,1114,-97,0,S08
1002062,161,970,376,-227,953,303,-19,1057,-29,0,S08
1002078,131,960,386,-263,898,313,38,1028,-58,0,S08
1002093,121,970,376,-327,888,313,106,1000,-9,0,S08
1002109,141,960,396,-327,898,303,135,980,-29,0,S08
1002125,131,941,386,-309,888,282,135,980,-29,0,S08
1002140,151,960,376,-327,888,262,126,961,-58,0,S08
1002156,121,990,366,-336,898,262,145,942,-58,0,S08
1002171,101,980,376,-327,898,252,116,952,-97,0,S08
1002187,131,950,386,-318,907,262,97,971,-116,0,S08
1002203,141,950,396,-263,898,303,-9,971,-77,0,S08
1002218,191,970,356,-227,935,272,38,990,-116,0,S08
1002234,171,970,356,-227,935,272,9,1009,-67,0,S08
1002250,181,941,425,-236,916,292,29,1009,-29,0,S08
1002265,212,950,376,-263,888,272,97,1028,-58,0,S08
1002281,171,921,415,-263,888,272,145,1019,-19,0,S08
1002296,202,970,376,-309,898,252,106,980,-19,0,S08
1002312,151,960,356,-309,898,252,145,952,-67,0,S08
1002328,171,970,415,-300,888,272,97,942,-67,0,S08
1002343,212,980,405,-290,879,303,67,971,-106,0,S08
1002359,242,970,415,-218,907,323,19,1009,-126,0,S08
1002375,222,970,405,-154,972,313,-58,1047,-77,0,S08
1002390,252,960,405,-154,972,313,-19,1076,-97,0,S08
1002406,282,960,396,-118,953,353,-58,1104,-48,0,S08
1002421,313,941,415,-81,981,373,38,1114,-19,0,S08
1002437,282,950,415,-154,916,353,97,1085,-87,0,S08
1002453,252,960,386,-154,916,353,135,1047,-58,0,S08
1002468,151,931,356,-236,898,333,116,971,-48,0,S08
1002484,181,980,376,-300,888,292,135,933,-48,0,S08
1002500,272,970,405,-200,935,333,135,923,-58,0,S08
1002515,292,990,415,-163,962,353,135,923,-97,0,S08
1002531,282,1009,415,-163,962,353,126,980,-116,0,S08
1002546,272,1029,396,-200,962,323,38,1057,-135,0,S08
1002562,242,1068,356,-272,1000,292,29,1095,-135,0,S08
1002578,252,1137,326,-372,990,262,29,1095,-87,0,S08
1002593,151,1107,306,-463,1018,181,38,1095,-29,0,S08
1002609,242,1068,237,-372,1009,101,126,1038,-48,0,S08
1002625,343,1009,217,-200,1027,101,194,1028,-48,0,S08
1002640,363,1029,247,-118,1009,80,165,1047,-87,0,S08
1002656,282,1098,277,-154,1009,111,165,990,-87,0,S08
1002671,181,1127,316,-309,1000,181,194,980,-106,0,S08
1002687,181,1137,356,-418,1000,161,184,961,-126,0,S08
1002703,232,1078,306,-427,972,181,223,933,-145,0,S08
1002718,383,1049,336,-345,962,212,194,942,-184,0,S08
1002734,444,1058,425,-236,944,282,135,923,-165,0,S08
1002750,383,970,504,-181,990,303,126,942,-174,0,S08
1002765,383,970,504,-145,1018,353,48,980,-106,0,S08
1002781,80,813,386,-100,1000,343,58,1057,-155,0,S08
1002796,80,813,386,-63,1037,323,48,1028,-67,0,S08
1002812,-20,725,326,-27,1000,313,87,1028,-87,0,S08
1002828,-20,725,326,18,981,262,77,1000,-116,0,S08
1002843,90,725,237,18,1009,262,116,1009,-135,0,S08
1002859,-111,774,178,63,981,282,155,990,-155,0,S08
1002875,-151,715,168,18,944,272,126,990,-165,0,S08
1002890,-181,774,178,-27,925,252,97,1028,-155,0,S08
1002906,-191,813,188,-54,888,252,38,990,-126,0,S08
1002921,-80,852,237,-72,888,282,19,1019,-155,0,S08
1002937,70,970,277,-72,907,272,0,1028,-116,0,S08
1002953,212,1049,287,-90,962,232,-29,1038,-116,0,S08
1002968,343,1058,306,-136,953,222,19,1009,-106,0,S08
1002984,383,1098,326,-136,935,191,9,980,-106,0,S08
1003000,343,1107,346,-163,925,161,48,971,-77,0,S08
1003015,282,1098,346,-154,898,90,58,933,-106,0,S08
1003031,272,1088,356,-100,888,60,38,971,-126,0,S08
1003046,383,1078,376,-118,861,80,29,933,-155,0,S08
1003062,606,1029,405,-200,796,121,-38,942,-135,0,S08
1003078,666,1019,396,-318,814,141,-48,933,-145,0,S08
1003093,626,1088,366,-300,851,202,-77,971,-135,0,S08
1003109,636,1078,346,-290,888,202,-77,1009,-116,0,S08
1003125,575,1078,336,-309,916,202,-67,1066,-106,0,S08
1003140,515,1078,346,-318,953,161,-67,1066,-106,0,S08
1003156,535,1049,425,-272,851,131,-29,1095,-116,0,S08
1003171,616,892,534,-290,833,151,0,1057,-126,0,S08
1003187,737,892,485,-336,842,151,19,1009,-87,0,S08
1003203,969,882,613,-418,796,272,38,990,-145,0,S08
1003218,494,1137,158,-145,898,282,48,923,-145,0,S08
1003234,-525,911,188,-218,1000,171,67,914,-116,0,S08
1003250,-595,1313,-178,-1009,1166,-20,48,1000,-145,0,S08
1003265,30,1450,188,-1118,1009,80,106,1104,-77,0,S08
1003281,-40,1088,277,-390,861,101,126,1200,-77,0,S08
1003296,-40,872,306,63,851,101,77,1133,-77,0,S08
1003312,171,843,455,127,916,171,29,1009,-174,0,S08
1003328,202,990,346,-27,1018,191,38,923,-165,0,S08
1003343,60,1049,237,-200,1046,222,-9,980,-135,0,S08
1003359,-20,1058,237,-309,1000,202,29,1028,-48,0,S08
1003375,10,1019,277,-327,898,232,29,1104,-58,0,S08
1003390,60,1009,267,-318,907,212,87,1047,-48,0,S08
1003406,90,980,346,-263,944,252,97,1047,-106,0,S08
1003421,90,1000,346,-218,962,252,145,990,-155,0,S08
1003437,80,970,346,-263,944,232,126,990,-155,0,S08
1003453,40,990,306,-263,944,232,135,1000,-145,0,S08
1003468,50,1000,306,-318,888,212,97,980,-97,0,S08
1003484,40,970,316,-354,898,232,77,980,-106,0,S08
1003500,50,980,306,-372,907,171,0,980,0,0,S08
1003515,20,990,336,-372,907,171,77,971,-38,0,S08
1003531,30,970,376,-436,861,212,116,961,-19,0,S08
1003546,70,970,386,-363,870,232,87,990,-19,0,S08
1003562,121,960,336,-309,888,222,126,990,-77,0,S08
1003578,151,990,316,-290,925,232,174,980,-48,0,S08
1003593,131,990,356,-254,953,252,116,1038,-58,0,S08
1003609,141,990,366,-172,953,292,126,1085,-106,0,S08
1003625,141,990,356,-200,935,343,67,1085,-116,0,S08
1003640,171,1019,376,-227,953,383,38,1066,-77,0,S08
1003656,161,990,386,-190,925,404,-19,1066,-97,0,S08
1003671,191,950,386,-190,972,363,-38,1028,-87,0,S08
1003687,161,980,386,-200,944,323,-29,1000,-58,0,S08
1003703,121,990,366,-290,925,262,0,1000,-58,0,S08
1003718,111,960,376,-336,898,212,67,980,-58,0,S08
1003734,101,960,376,-345,870,272,58,1000,-67,0,S08
1003750,131,970,366,-363,879,252,67,933,-58,0,S08
1003765,80,970,386,-418,851,252,135,961,-106,0,S08
1003781,111,970,396,-472,833,252,77,971,-77,0,S08
1003796,131,950,366,-500,842,191,87,971,-126,0,S08
1003812,60,980,376,-500,805,202,29,933,-135,0,S08
1003828,131,1009,336,-381,851,232,-58,933,-126,0,S08
1003843,232,950,356,-245,888,323,-19,980,-135,0,S08
1003859,323,980,336,-181,953,262,-97,1028,-126,0,S08
1003875,252,990,336,-209,953,252,-106,1019,-116,0,S08
1003890,232,1049,336,-190,981,272,38,961,-126,0,S08
1003906,252,1019,326,-245,953,252,67,1047,-116,0,S08
1003921,242,1068,346,-318,935,303,29,1019,0,0,S08
1003937,202,1107,376,-409,935,282,213,1009,-135,0,S08
1003953,121,1088,346,-400,953,252,252,952,-87,0,S08
1003968,80,1127,376,-290,1046,212,252,942,-165,0,S08
1003984,80,1264,366,-300,1129,242,271,1028,-213,0,S08
1004000,181,1352,356,-527,1157,232,271,1171,-233,0,S08
1004015,40,1352,297,-636,1064,272,203,1238,-174,0,S08
1004031,70,1284,297,-681,1000,252,165,1152,-145,0,S08
1004046,121,1186,326,-500,1018,242,116,1028,-194,0,S08
1004062,333,1019,356,-227,1046,151,97,923,-165,0,S08
1004078,464,970,376,0,1055,70,87,914,-165,0,S08
1004093,30,803,336,190,1138,151,77,980,-145,0,S08
1004109,-141,676,237,190,1138,151,48,1028,-165,0,S08
1004125,-141,676,237,309,1055,202,0,1019,-135,0,S08
1004140,-222,627,247,218,935,252,38,1019,-213,0,S08
1004156,-212,696,237,63,925,292,0,1019,-203,0,S08
1004171,-40,725,217,-54,916,282,9,961,-213,0,S08
1004187,-20,764,198,-18,851,323,19,990,-184,0,S08
1004203,-90,794,178,18,879,343,0,1019,-145,0,S08
1004218,-30,843,207,-127,944,313,0,1019,-145,0,S08
1004234,-40,950,198,-190,898,232,58,1047,-165,0,S08
1004250,70,980,198,-81,879,131,29,1019,-165,0,S08
1004265,131,950,217,0,907,80,38,961,-165,0,S08
1004281,202,1019,306,36,879,60,29,914,-126,0,S08
1004296,202,1019,306,-63,898,60,9,895,-87,0,S08
1004312,252,1078,306,-190,879,111,0,895,-116,0,S08
1004328,404,1137,306,-281,824,202,0,895,-116,0,S08
1004343,515,1137,297,-318,842,212,9,933,-135,0,S08
1004359,565,1137,336,-400,898,242,-9,980,-165,0,S08
1004375,757,1147,425,-400,907,212,0,1019,-184,0,S08
1004390,888,1117,425,-445,861,181,-48,1000,-135,0,S08
1004406,888,1000,465,-527,759,222,-29,990,-145,0,S08
1004421,969,941,465,-281,777,161,-58,961,-126,0,S08
1004437,878,931,396,72,833,171,-48,952,-155,0,S08
1004453,979,754,544,72,962,252,-58,1038,-174,0,S08
1004468,242,823,514,-163,1074,181,0,1104,-87,0,S08
1004484,-141,921,554,-754,1157,202,97,1228,-116,0,S08
1004500,-80,1333,69,-763,1064,121,203,1209,-58,0,S08
1004515,-30,872,217,-372,916,70,145,914,-106,0,S08
1004531,60,892,316,-118,842,40,145,914,-106,0,S08
1004546,282,1029,366,-100,990,202,67,914,-135,0,S08
1004562,222,1068,306,-100,972,232,19,971,-58,0,S08
1004578,70,990,326,-200,962,212,0,1076,-126,0,S08
1004593,-50,990,336,-145,1000,232,29,1038,-106,0,S08
1004609,80,970,346,-181,990,232,38,1047,-116,0,S08
1004625,141,1000,346,-218,953,232,38,1047,-48,0,S08
1004640,121,1000,336,-336,907,252,155,1038,-29,0,S08
1004656,10,970,386,-436,842,242,184,1000,9,0,S08
1004671,40,970,376,-390,888,232,174,971,-38,0,S08
1004687,90,970,356,-345,879,292,184,933,-29,0,S08
1004703,90,970,396,-363,870,292,126,971,-67,0,S08
1004718,50,980,376,-372,861,313,67,1000,-126,0,S08
1004734,50,1000,366,-363,962,292,-19,1000,-48,0,S08
1004750,70,990,366,-300,870,262,-9,1028,-58,0,S08
1004765,141,960,346,-245,925,272,-19,1019,-19,0,S08
1004781,141,980,376,-209,953,262,38,1047,-9,0,S08
1004796,131,980,386,-200,962,323,67,1057,19,0,S08
1004812,121,960,396,-172,925,303,106,1047,0,0,S08
1004828,171,960,376,-236,935,242,165,1028,29,0,S08
1004843,161,960,366,-272,944,232,126,1028,-9,0,S08
1004859,121,990,366,-300,935,242,165,1000,-19,0,S08
1004875,90,980,396,-290,907,292,135,980,-67,0,S08
1004890,121,950,415,-272,907,353,97,1009,-77,0,S08
1004906,121,950,415,-209,925,333,97,1009,-77,0,S08
1004921,131,950,415,-218,907,373,29,1038,-58,0,S08
1004937,151,960,405,-336,879,313,29,1038,-58,0,S08
1004953,101,970,415,-281,925,262,-9,1019,-29,0,S08
1004968,121,980,376,-209,962,262,-29,1019,-19,0,S08
1004984,151,960,366,-227,935,252,9,1009,0,0,S08
1005000,181,960,386,-327,861,262,87,980,-9,0,S08
1005015,131,960,396,-454,851,303,116,980,-19,0,S08
1005031,70,960,415,-418,851,343,126,971,-19,0,S08
1005046,30,931,405,-300,879,303,116,961,-77,0,S08
1005062,70,921,425,-245,916,303,97,980,-97,0,S08
1005078,171,960,396,-227,953,313,58,1000,-77,0,S08
1005093,202,990,376,-190,953,323,48,1047,-126,0,S08
1005109,171,1000,376,-181,953,323,-29,1066,-77,0,S08
1005125,191,980,386,-218,898,333,-19,1028,-97,0,S08
1005140,181,950,386,-272,907,292,-19,1028,-97,0,S08
1005156,141,970,396,-272,907,292,9,1019,-67,0,S08
1005171,181,960,386,-218,925,313,38,1009,-58,0,S08
1005187,181,960,405,-218,925,343,116,1009,-77,0,S08
1005203,202,960,405,-227,916,333,87,1009,19,0,S08
1005218,212,941,415,-236,898,323,126,1019,-67,0,S08
1005234,181,950,435,-218,916,323,77,990,-19,0,S08
1005250,212,960,396,-136,935,313,97,1028,-77,0,S08
1005265,242,921,396,-81,935,333,48,1009,-97,0,S08
1005281,232,931,366,-127,944,272,48,1009,-116,0,S08
1005296,242,960,376,-209,962,252,29,1038,-106,0,S08
1005312,212,1000,376,-290,962,272,19,1038,-116,0,S08
1005328,191,1000,356,-272,907,313,38,1009,-106,0,S08
1005343,141,960,386,-227,907,303,9,1000,-77,0,S08
1005359,222,970,366,-136,962,282,38,1038,-77,0,S08
1005375,272,970,366,-100,962,323,87,1038,-29,0,S08
1005390,252,970,376,-209,944,313,135,1057,-9,0,S08
1005406,212,970,396,-245,925,292,184,1057,-77,0,S08
1005421,232,1019,396,-354,981,222,194,1057,-87,0,S08
1005437,242,1107,366,-509,1009,131,242,1019,-97,0,S08
1005453,191,1196,297,-590,1009,70,252,1000,-87,0,S08
1005468,-20,1235,396,-781,1009,141,242,1009,-97,0,S08
1005484,20,1313,346,-781,1009,141,223,1000,-97,0,S08
1005500,0,1284,287,-745,962,161,155,942,-106,0,S08
1005515,121,1196,108,-463,981,232,97,895,-145,0,S08
1005531,282,1019,257,-227,898,292,19,895,-135,0,S08
1005546,525,931,366,45,981,252,-9,904,-165,0,S08
1005562,525,931,366,227,1064,282,-29,980,-106,0,S08
1005578,-181,637,346,290,1037,363,-48,1076,-97,0,S08
1005593,-181,637,346,263,981,383,-19,1123,-87,0,S08
1005609,-242,647,257,90,925,383,19,1104,-87,0,S08
1005625,-242,637,207,27,944,313,77,1038,-155,0,S08
1005640,-222,637,237,27,935,262,145,971,-184,0,S08
1005656,-131,813,227,18,972,262,67,1038,-184,0,S08
1005671,141,813,237,118,916,303,106,1066,-184,0,S08
1005687,171,862,386,136,861,333,67,1028,-106,0,S08
1005703,282,1039,376,-36,824,303,19,1000,-87,0,S08
1005718,353,1127,326,-172,870,212,29,980,-116,0,S08
1005734,505,1029,554,-181,879,20,29,952,-97,0,S08
1005750,949,1205,831,-263,944,-151,77,980,-135,0,S08
1005765,2101,1656,712,-1063,1083,60,58,1028,-106,0,S08
1005781,1797,715,405,-427,990,292,-9,980,-87,0,S08
1005796,959,509,306,690,722,151,-38,885,-135,0,S08
1005812,-242,460,336,881,759,242,19,866,-155,0,S08
1005828,343,1088,198,-36,814,343,77,942,-67,0,S08
1005843,-80,1401,168,-745,1055,444,9,1180,-67,0,S08
1005859,-40,1156,198,-754,1129,363,145,1228,-77,0,S08
1005875,0,941,376,-618,870,343,126,1114,-87,0,S08
1005890,232,960,415,-445,962,323,126,961,-126,0,S08
1005906,353,980,336,-63,851,262,87,914,-77,0,S08
1005921,292,950,306,54,990,181,106,980,-77,0,S08
1005937,292,950,306,18,1055,131,106,980,-77,0,S08
1005953,111,990,316,-163,1027,181,97,1028,19,0,S08
1005968,161,980,336,-272,925,212,97,1028,19,0,S08
1005984,222,970,316,-254,907,212,145,1000,-9,0,S08
1006000,202,950,336,-190,925,272,145,990,-67,0,S08
1006015,131,970,376,-209,907,262,145,961,-29,0,S08
1006031,131,970,376,-263,953,222,174,980,-87,0,S08
1006046,212,1000,306,-245,990,181,87,990,-19,0,S08
1006062,212,1000,306,-218,907,212,97,1019,-67,0,S08
1006078,181,990,316,-254,907,242,29,1038,-9,0,S08
1006093,161,970,405,-236,935,282,19,1038,-19,0,S08
1006109,171,970,386,-236,925,313,48,1038,0,0,S08
1006125,161,960,396,-272,907,353,67,1047,-19,0,S08
1006140,141,960,415,-272,898,323,97,1038,29,0,S08
1006156,171,950,356,-236,907,303,116,1047,-9,0,S08
1006171,212,980,366,-200,944,323,97,1009,38,0,S08
1006187,222,980,356,-172,962,333,145,1019,-48,0,S08
1006203,232,960,376,-154,935,323,87,1019,-29,0,S08
1006218,212,950,366,-227,944,303,97,1028,-77,0,S08
1006234,171,960,386,-190,935,323,0,1028,-48,0,S08
1006250,171,960,415,-236,898,323,58,1019,-97,0,S08
1006265,202,970,376,-245,907,313,-9,971,9,0,S08
1006281,191,970,346,-245,916,292,9,1019,-38,0,S08
1006296,161,960,376,-300,907,242,48,1000,-19,0,S08
1006312,151,970,336,-372,861,232,58,1000,9,0,S08
1006328,121,1019,287,-436,879,242,77,1009,-67,0,S08
1006343,121,1058,366,-354,907,292,126,1028,-77,0,S08
1006359,191,1009,396,-236,925,282,97,1038,-67,0,S08
1006375,202,1019,376,-190,953,313,126,1028,-165,0,S08
1006390,222,1029,356,-290,916,292,106,980,-155,0,S08
1006406,171,1039,376,-463,898,282,48,971,-126,0,S08
1006421,70,1147,415,-545,935,242,9,971,-29,0,S08
1006437,111,1186,386,-618,972,202,58,952,-58,0,S08
1006453,90,1147,346,-536,981,161,126,990,-67,0,S08
1006468,90,1166,217,-536,981,161,135,1019,-126,0,S08
1006484,171,1166,188,-400,1027,111,135,1009,-135,0,S08
1006500,191,1137,217,-318,1027,161,126,1019,-145,0,S08
1006515,151,1107,297,-245,1018,181,155,1000,-126,0,S08
1006531,151,1107,297,-236,953,323,135,1019,-155,0,S08
1006546,242,1058,356,-236,962,353,126,990,-116,0,S08
1006562,252,1049,366,-200,1000,323,135,990,-155,0,S08
1006578,-70,784,227,-27,1037,282,87,1019,-174,0,S08
1006593,-70,784,227,72,953,252,87,1009,-223,0,S08
1006609,10,715,316,127,925,191,9,1000,-174,0,S08
1006625,-151,774,237,172,972,313,38,1028,-174,0,S08
1006640,-70,735,237,-27,953,313,9,1028,-155,0,S08
1006656,-141,794,237,-63,953,323,48,1019,-165,0,S08
1006671,-121,872,297,-36,907,171,29,1019,-165,0,S08
1006687,0,872,346,-45,962,202,19,1000,-165,0,S08
1006703,101,941,346,-72,972,202,58,990,-126,0,S08
1006718,151,990,326,-72,972,202,87,1009,-126,0,S08
1006734,222,1009,356,-100,962,171,77,1000,-155,0,S08
1006750,333,1039,425,-154,925,161,77,952,-155,0,S08
1006765,393,1000,405,-236,888,202,67,933,-155,0,S08
1006781,404,990,386,-209,824,212,19,952,-174,0,S08
1006796,383,970,376,-154,842,191,19,914,-155,0,S08
1006812,494,931,405,-63,879,212,-67,914,-87,0,S08
1006828,535,1009,504,-245,842,303,29,952,-155,0,S08
1006843,898,1166,445,-536,861,292,0,1009,-194,0,S08
1006859,969,1029,356,-381,851,202,48,1019,-155,0,S08
1006875,1050,862,485,-136,879,151,0,1000,-135,0,S08
1006890,1070,843,405,-18,898,181,29,1019,-165,0,S08
1006906,444,1088,9,45,935,202,-19,990,-58,0,S08
1006921,-171,892,39,-72,990,90,48,1057,-116,0,S08
1006937,-90,1205,207,-654,1064,141,58,1076,-67,2,S08
1006953,-101,1245,306,-718,990,191,116,1123,-116,2,S08
1006968,90,931,376,-245,907,90,126,1066,-165,2,S08
1006984,262,892,386,27,972,262,87,971,-135,2,S08
1007000,303,970,326,-109,907,303,67,933,-145,2,S08
1007015,90,990,346,-200,888,313,87,961,-155,2,S08
1007031,-10,1000,366,-272,962,252,19,1038,-97,2,S08
1007046,70,1019,287,-227,1009,171,67,1047,-116,2,S08
1007062,191,1058,257,-209,1083,161,38,1047,-97,2,S08
1007078,212,1029,277,-163,944,191,38,1047,-58,2,S08
1007093,161,970,366,-209,879,252,58,1038,-48,2,S08
1007109,90,960,396,-254,907,282,126,952,-77,2,S08
1007125,90,960,376,-336,907,272,126,942,-106,2,S08
1007140,70,960,376,-409,861,292,126,933,-106,2,S08
1007156,90,970,346,-418,870,262,87,961,-77,2,S08
1007171,121,980,326,-372,972,303,38,1000,-48,2,S08
1007187,151,1029,366,-300,916,282,48,1038,-67,2,S08
1007203,131,980,366,-272,851,252,9,1019,-58,2,S08
1007218,111,960,366,-272,851,252,38,1028,-67,2,S08
1007234,111,970,386,-218,981,292,77,1028,-38,2,S08
1007250,171,990,366,-236,981,313,77,1028,-38,2,S08
1007265,191,990,396,-272,907,262,126,1066,-58,2,S08
1007281,161,950,366,-263,898,252,145,1057,9,2,S08
1007296,151,950,386,-263,898,252,165,1038,9,2,S08
1007312,181,980,386,-218,925,282,126,1019,-19,2,S08
1007328,212,970,396,-200,962,303,145,1009,-38,2,S08
1007343,191,970,366,-200,962,303,145,1019,-38,2,S08
1007359,171,960,396,-300,972,363,106,1019,-58,2,S08
1007375,171,960,405,-300,972,363,106,1057,-97,2,S08
1007390,161,960,425,-218,898,393,38,1028,-38,2,S08
1007406,202,931,396,-181,861,323,87,1038,-97,2,S08
1007421,191,970,386,-154,944,262,38,990,-48,2,S08
1007437,212,960,396,-145,1000,262,77,1000,-38,2,S08
1007453,181,931,366,-181,972,242,97,1019,-58,2,S08
1007468,121,950,405,-290,833,292,106,990,-48,2,S08
1007484,131,1009,366,-381,851,292,106,990,-67,2,S08
1007500,141,990,386,-381,916,333,106,980,-67,2,S08
1007515,161,931,425,-290,888,343,87,1009,-97,2,S08
1007531,212,911,386,-209,898,313,87,971,-106,2,S08
1007546,191,960,386,-172,916,282,48,1000,-126,2,S08
1007562,191,960,386,-236,935,303,38,1028,-106,2,S08
1007578,181,1000,366,-263,925,343,-19,1038,-77,2,S08
1007593,151,1019,376,-318,879,373,19,1038,-67,2,S08
1007609,161,970,415,-318,879,363,-38,1019,-38,2,S08
1007625,191,931,425,-218,898,353,19,1019,-48,2,S08
1007640,212,950,396,-200,925,353,58,980,0,2,S08
1007656,212,950,376,-209,916,303,106,971,-9,2,S08
1007671,191,941,396,-209,898,292,77,1028,-77,2,S08
1007687,222,960,346,-200,935,272,174,1009,-97,2,S08
1007703,232,980,386,-245,944,292,184,1000,-126,2,S08
1007718,232,960,376,-245,953,272,184,971,-116,2,S08
1007734,212,1000,366,-181,990,242,135,1019,-67,2,S08
1007750,232,1019,336,-127,1018,262,116,1057,-106,2,S08
1007765,282,1000,346,-109,1000,313,77,1104,-87,2,S08
1007781,242,1019,366,-236,962,252,87,1104,-116,2,S08
1007796,181,1078,415,-409,981,232,38,1076,-97,2,S08
1007812,161,1117,336,-554,1018,131,38,1038,-67,2,S08
1007828,181,1107,267,-581,962,101,126,990,-87,2,S08
1007843,141,1186,247,-572,972,90,116,952,-29,2,S08
1007859,90,1176,277,-472,972,161,116,942,-67,2,S08
1007875,90,1137,297,-309,990,222,203,914,-145,2,S08
1007890,161,1078,287,-172,944,303,165,904,-174,2,S08
1007906,333,990,277,-9,898,333,106,933,-194,2,S08
1007921,464,921,356,-36,953,434,67,971,-184,2,S08
1007937,373,892,405,9,1000,494,0,1019,-174,2,S08
1007953,101,774,267,154,981,525,-67,1114,-135,2,S08
1007968,-70,656,257,109,916,484,-77,1114,-116,2,S08
1007984,-70,656,257,0,925,292,-58,1076,-135,2,S08
1008000,-343,735,99,72,1009,262,0,1038,-145,2,S08
1008015,-343,735,99,100,944,212,9,1019,-135,2,S08
1008031,-161,852,336,-18,898,222,67,990,-126,2,S08
1008046,-151,882,376,-118,851,252,174,1028,-97,2,S08
