time,A_F,A_V,A_L,L_F,L_V,L_L,T_F,T_V,T_L,Action,name
15.89,80,960,366,-209,879,303,106,952,-97,0,S08
15.906,121,960,366,-245,907,292,-19,971,-135,0,S08
15.921,70,980,356,-318,953,282,-19,971,-135,0,S08
15.937,0,1009,326,-300,935,232,-67,990,-97,0,S08
15.953,70,1000,346,-218,907,242,-9,1019,-126,0,S08
15.968,111,980,326,-200,916,222,58,1019,-77,0,S08
15.984,121,990,326,-236,935,222,126,1028,-67,0,S08
16.0,80,980,336,-245,898,282,223,1000,-29,0,S08
16.015,80,970,326,-118,1000,303,223,1000,-29,0,S08
16.031,141,990,316,-63,1027,323,262,1028,-67,0,S08
16.046,111,990,356,-318,833,242,252,1047,-67,0,S08
16.062,101,990,336,-363,898,252,242,1000,-67,0,S08
16.078,40,980,336,-218,907,252,155,971,-77,0,S08
16.093,70,970,366,-200,898,252,106,952,-116,0,S08
16.109,151,980,346,-236,916,272,29,952,-145,0,S08
16.125,80,980,336,-300,953,262,-48,990,-116,0,S08
16.14,30,1000,346,-300,935,252,-58,1009,-135,0,S08
16.156,70,1029,297,-245,898,242,0,1019,-77,0,S08
16.171,90,980,326,-245,916,222,19,1028,-67,0,S08
16.187,90,1000,306,-245,925,232,126,1038,-87,0,S08
16.203,80,990,316,-163,935,161,213,1019,-58,0,S08
16.218,90,970,336,0,1027,333,213,1047,-29,0,S08
16.234,151,990,326,-136,990,343,271,1038,-58,0,S08
16.25,111,990,336,-336,861,212,262,1038,-97,0,S08
16.265,80,990,326,-281,925,272,242,1019,-77,0,S08
16.281,40,970,356,-181,898,262,145,971,-77,0,S08
16.296,101,960,356,-245,888,252,77,923,-87,0,S08
16.312,161,950,356,-281,907,272,-9,961,-126,0,S08
16.328,80,1000,346,-345,953,262,-48,980,-135,0,S08
16.343,10,1009,336,-318,944,252,-58,971,-87,0,S08
16.359,80,990,326,-254,916,222,9,990,-97,0,S08
16.375,101,980,336,-236,907,232,48,1028,-77,0,S08
16.39,90,980,326,-263,944,262,135,1019,-58,0,S08
16.406,60,1009,326,-190,907,202,155,1000,29,0,S08
16.421,80,970,336,-9,1027,343,271,1066,-135,0,S08
16.437,161,1000,316,-136,1009,333,252,1009,-19,0,S08
16.453,131,1000,346,-318,870,252,262,1076,-97,0,S08
16.468,111,1000,326,-290,944,242,242,1019,-97,0,S08
16.484,20,990,336,-172,907,242,155,971,-58,0,S08
16.5,90,970,346,-218,861,303,87,971,-116,0,S08
16.515,141,990,316,-300,925,282,-19,971,-116,0,S08
16.531,60,1000,346,-354,925,272,-38,971,-106,0,S08
16.546,30,980,346,-290,935,232,-77,990,-126,0,S08
16.562,70,970,326,-236,925,212,-9,1000,-135,0,S08
16.578,101,990,316,-236,925,212,67,1009,-87,0,S08
16.593,111,970,346,-227,907,242,97,1019,-38,0,S08
16.609,70,1000,346,-181,898,262,184,1028,-38,0,S08
16.625,90,970,326,-181,898,262,252,1028,-67,0,S08
16.64,141,1009,316,-36,1037,303,262,1028,-38,0,S08
16.656,131,1009,316,-90,1046,323,281,1057,-106,0,S08
16.671,121,990,326,-318,851,252,252,1028,-97,0,S08
16.687,30,990,346,-336,925,222,165,990,-87,0,S08
16.703,60,980,336,-181,888,242,77,961,-106,0,S08
16.718,161,931,356,-254,879,272,9,952,-126,0,S08
16.734,80,980,356,-318,907,272,-67,971,-87,0,S08
16.75,10,980,346,-345,925,272,-77,1000,-106,0,S08
16.765,50,1019,336,-309,953,242,0,990,-97,0,S08
16.781,121,990,306,-254,916,242,48,1038,-67,0,S08
16.796,121,960,326,-227,916,222,155,1009,-87,0,S08
16.812,60,1000,336,-272,935,262,194,1000,-38,0,S08
16.828,111,960,336,-172,944,161,203,1076,-67,0,S08
16.843,161,1000,316,81,1064,343,252,1085,-87,0,S08
16.859,141,1000,336,-136,1009,313,242,1047,-38,0,S08
16.875,111,990,336,-300,861,232,213,1028,-67,0,S08
16.89,40,990,346,-272,925,252,155,961,-67,0,S08
16.906,70,970,356,-290,879,303,77,933,-116,0,S08
16.921,141,980,346,-290,879,303,9,942,-145,0,S08
16.937,60,960,356,-327,898,292,-58,952,-116,0,S08
16.953,30,980,346,-336,944,272,-58,952,-116,0,S08
16.968,70,1019,336,-290,898,272,-38,942,-106,0,S08
16.984,121,980,326,-236,888,252,77,1028,-48,0,S08
17.0,121,980,326,-254,935,282,77,1028,-48,0,S08
17.015,80,990,326,-254,944,252,165,1028,-48,0,S08
17.031,50,1019,356,-163,944,181,242,1000,-87,0,S08
17.046,111,980,366,72,1064,292,242,1057,-87,0,S08
17.062,151,980,316,0,1074,353,271,1076,-77,0,S08
17.078,121,1019,336,-318,861,242,233,1047,-29,0,S08
17.093,50,1000,326,-318,907,262,223,1028,-29,0,S08
17.109,50,1000,326,-227,898,242,194,980,-106,0,S08
17.125,40,950,396,-254,870,303,87,942,-97,0,S08
17.14,141,960,366,-318,916,313,19,923,-126,0,S08
17.156,90,960,356,-363,953,272,-38,942,-77,0,S08
17.171,10,970,386,-309,907,272,-38,971,-135,0,S08
17.187,20,1019,336,-263,898,242,0,1019,-106,0,S08
17.203,90,980,326,-236,925,242,29,1028,-58,0,S08
17.218,90,980,346,-245,944,242,135,1028,-58,0,S08
17.234,80,1000,316,-118,962,141,194,1009,-48,0,S08
17.25,141,1019,326,254,1120,333,213,1057,-77,0,S08
17.265,151,1000,316,-227,981,303,291,1085,-67,0,S08
17.281,151,1000,316,-363,833,252,262,1076,-48,0,S08
17.296,101,1019,336,-309,907,242,223,1009,-77,0,S08
17.312,0,990,336,-245,879,282,165,961,-97,0,S08
17.328,50,960,376,-254,888,303,77,914,-106,0,S08
17.343,80,960,346,-327,907,292,-9,952,-106,0,S08
17.359,80,960,346,-336,935,292,-87,952,-116,0,S08
17.375,0,970,346,-300,925,262,-38,952,-116,0,S08
17.39,131,960,346,-236,879,232,-9,1019,-87,0,S08
17.406,101,960,336,-263,916,242,48,1019,-29,0,S08
17.421,101,960,336,-281,962,232,126,1019,-38,0,S08
17.437,90,1000,336,-200,1000,232,223,1009,-77,0,S08
17.453,161,1029,297,236,1101,323,291,1057,-126,0,S08
17.468,161,1029,297,-200,944,282,242,1085,-38,0,S08
17.484,151,960,336,-372,870,252,281,1095,-126,0,S08
17.5,121,990,326,-290,935,252,194,1019,-67,0,S08
17.515,30,1009,326,-190,870,262,155,952,-77,0,S08
17.531,60,960,376,-236,888,272,29,961,-97,0,S08
17.546,141,950,376,-327,898,282,-9,942,-126,0,S08
17.562,90,970,346,-363,953,303,-48,942,-97,0,S08
17.578,-10,990,366,-263,916,252,-19,971,-135,0,S08
17.593,40,1019,336,-218,888,222,29,1000,-97,0,S08
17.609,121,970,326,-236,944,242,77,1028,-58,0,S08
17.625,111,970,316,-245,944,222,165,1028,-77,0,S08
17.64,90,980,356,-200,1000,212,213,1028,9,0,S08
17.656,111,960,346,145,1083,353,223,1085,-48,0,S08
17.671,161,1019,287,145,1083,353,262,1076,-67,0,S08
17.687,121,970,336,-354,935,272,291,1057,-106,0,S08
17.703,101,1009,356,-354,935,272,194,1000,-77,0,S08
17.718,10,990,356,-263,870,292,174,952,-87,0,S08
17.734,50,970,366,-263,870,292,48,933,-97,0,S08
17.75,131,980,346,-309,879,313,-38,952,-106,0,S08
17.765,60,970,366,-318,944,272,-77,961,-67,0,S08
17.781,-10,990,356,-318,944,272,-38,952,-116,0,S08
17.796,70,1000,326,-254,916,262,0,1009,-97,0,S08
17.812,131,941,346,-227,898,242,48,1047,-58,0,S08
17.828,80,1000,326,-136,944,70,97,1038,-19,0,S08
17.843,90,1000,326,-136,944,70,242,1066,-48,0,S08
17.859,131,960,326,27,1055,313,242,1085,-29,0,S08
17.875,151,1019,316,-163,1009,292,330,1047,-87,0,S08
17.89,101,980,336,-281,879,262,271,1038,-77,0,S08
17.906,90,1019,356,-290,898,272,203,980,-106,0,S08
17.921,30,960,376,-227,879,252,126,923,-87,0,S08
17.937,101,950,376,-290,851,313,9,933,-97,0,S08
17.953,111,960,346,-354,861,292,-77,952,-97,0,S08
17.968,20,970,356,-363,935,292,-97,942,-97,0,S08
17.984,0,980,346,-300,953,242,-77,971,-116,0,S08
18.0,80,990,336,-245,935,232,-9,1028,-97,0,S08
18.015,90,990,356,-245,935,232,87,1019,-67,0,S08
18.031,101,1000,346,-236,953,262,145,1019,-67,0,S08
18.046,101,990,326,-127,953,121,291,1076,-106,0,S08
18.062,131,970,346,109,1074,353,262,1047,0,0,S08
18.078,191,1019,297,-172,981,292,339,1066,-97,0,S08
18.093,90,990,346,-254,925,262,271,1047,-106,0,S08
18.109,101,1009,326,-272,888,272,242,961,-116,0,S08
18.125,40,950,376,-336,861,292,106,961,-97,0,S08
18.14,101,960,386,-363,879,272,106,961,-97,0,S08
18.156,101,980,346,-363,879,272,19,952,-126,0,S08
18.171,10,980,346,-336,935,272,-58,952,-116,0,S08
18.187,20,1000,356,-272,962,272,-106,971,-106,0,S08
18.203,80,1000,346,-190,935,232,-67,990,-126,0,S08
18.218,101,990,336,-181,907,252,-9,1028,-48,0,S08
18.234,121,990,326,-236,916,252,48,1047,-38,0,S08
18.25,80,980,356,-181,972,151,135,1028,-29,0,S08
18.265,121,960,346,90,1055,353,300,1057,-126,0,S08
18.281,171,1000,326,-200,935,303,262,1038,9,0,S08
18.296,101,990,356,-254,907,323,359,1047,-97,0,S08
18.312,101,1009,326,-281,879,252,291,1009,-77,0,S08
18.328,10,950,396,-290,888,272,213,971,-87,0,S08
18.343,111,950,356,-372,851,313,97,952,-67,0,S08
18.359,90,1000,326,-372,888,282,29,933,-87,0,S08
18.375,20,990,366,-300,925,272,-77,952,-97,0,S08
18.39,20,990,346,-263,972,272,-77,961,-97,0,S08
18.406,90,1000,336,-172,916,242,-29,1000,-87,0,S08
18.421,101,980,336,-172,916,262,19,1038,-58,0,S08
18.437,121,970,356,-227,935,242,106,1057,-48,0,S08
18.453,121,960,346,-200,972,191,135,1028,-19,0,S08
18.468,141,960,336,118,1074,343,339,1047,-165,0,S08
18.484,171,1009,306,-290,888,292,262,1009,-9,0,S08
18.5,101,990,356,-318,925,272,359,1000,-87,0,S08
18.515,90,1019,336,-336,879,242,252,980,-38,0,S08
18.531,0,970,386,-309,879,282,233,980,-126,0,S08
18.546,80,970,376,-345,898,303,106,942,-77,0,S08
18.562,101,980,366,-318,898,282,9,952,-97,0,S08
18.578,30,990,366,-263,962,292,-67,971,-116,0,S08
18.593,40,1000,346,-218,944,262,-77,990,-87,0,S08
18.609,101,1000,326,-154,916,252,-38,1028,-106,0,S08
18.625,131,990,316,-172,953,232,0,1047,-87,0,S08
18.64,131,980,326,-209,925,262,116,1047,-48,0,S08
18.656,101,990,346,-200,981,262,213,1028,-48,0,S08
18.671,121,960,336,36,1064,313,281,1076,-126,0,S08
18.687,141,990,356,-218,898,282,271,980,-29,0,S08
18.703,101,990,346,-218,898,282,310,1019,-116,0,S08
18.718,101,1000,336,-272,916,272,233,1000,-58,0,S08
18.734,40,931,376,-309,888,272,203,980,-77,0,S08
18.75,80,950,366,-318,879,262,87,952,-48,0,S08
18.765,101,990,316,-363,861,303,38,952,-97,0,S08
18.781,30,970,356,-309,907,272,-29,961,-126,0,S08
18.796,40,1009,326,-272,944,272,-58,980,-87,0,S08
18.812,60,1019,346,-218,944,292,-19,1028,-97,0,S08
18.828,111,990,326,-200,925,262,38,1038,-48,0,S08
18.843,131,990,316,-181,944,262,58,1066,0,0,S08
18.859,101,990,336,-154,935,222,165,1047,29,0,S08
18.875,141,970,326,-127,981,252,281,1038,-67,0,S08
18.89,141,1009,316,-9,1027,323,291,990,-58,0,S08
18.906,121,1000,346,-227,888,272,291,1028,-97,0,S08
18.921,70,980,336,-309,907,282,233,980,-77,0,S08
18.937,30,941,386,-345,879,282,194,933,-67,0,S08
18.953,80,970,366,-327,879,272,87,961,-97,0,S08
18.968,80,970,356,-327,861,292,19,942,-106,0,S08
18.984,50,990,346,-300,925,292,-19,980,-126,0,S08
19.0,60,1000,356,-263,962,282,-9,961,-77,0,S08
19.015,101,990,336,-218,935,232,38,1019,-97,0,S08
19.031,101,1000,326,-190,953,242,77,1057,-29,0,S08
19.046,101,990,346,-163,953,262,165,1028,-38,0,S08
19.062,141,980,346,-118,981,222,233,1066,-19,0,S08
19.078,141,970,346,0,1009,303,271,1028,-48,0,S08
19.093,131,980,336,-154,953,282,320,1038,-97,0,S08
19.109,111,1009,306,-227,916,252,271,1009,-87,0,S08
19.125,60,970,336,-263,916,262,213,990,-97,0,S08
19.14,60,960,386,-281,898,272,126,961,-67,0,S08
19.156,101,980,346,-327,861,303,58,942,-97,0,S08
19.171,50,980,386,-327,879,272,19,961,-116,0,S08
19.187,30,1009,346,-318,935,282,19,961,-116,0,S08
19.203,70,1000,346,-263,925,272,-9,942,-87,0,S08
19.218,60,1019,346,-236,944,242,19,980,-135,0,S08
19.234,101,1019,306,-209,935,262,48,1009,-87,0,S08
19.25,80,990,346,-218,944,272,106,1047,-67,0,S08
19.265,101,970,326,-118,953,212,145,1028,-38,0,S08
19.281,131,980,326,27,1027,313,223,1057,-77,0,S08
19.296,121,1000,346,-127,962,313,223,1028,-38,0,S08
19.312,121,1000,326,-236,898,262,281,1047,-106,0,S08
19.328,50,970,346,-309,916,262,213,1028,-67,0,S08
19.343,40,980,356,-290,879,262,213,971,-97,0,S08
19.359,80,960,356,-336,888,282,135,952,-126,0,S08
19.375,60,980,346,-327,898,262,77,933,-126,0,S08
19.39,20,990,326,-309,944,272,0,942,-106,0,S08
19.406,40,1009,326,-254,944,262,-19,971,-106,0,S08
19.421,60,1009,326,-227,935,252,19,990,-106,0,S08
19.437,101,990,316,-218,953,232,48,1028,-87,0,S08
19.453,101,990,316,-181,925,262,126,1028,-87,0,S08
19.468,90,960,316,-109,962,232,174,1038,-48,0,S08
19.484,121,990,336,-18,1037,303,223,1038,-77,0,S08
19.5,121,990,336,-18,1037,303,262,1047,-116,0,S08
19.515,111,1000,326,-227,898,272,271,1028,-97,0,S08
19.531,80,1000,326,-309,888,262,242,1028,-106,0,S08
19.546,30,960,336,-327,888,252,155,971,-48,0,S08
19.562,80,970,356,-300,907,252,116,942,-145,0,S08
19.578,80,970,356,-281,888,282,-9,933,-116,0,S08
19.593,70,960,336,-300,907,262,-29,961,-145,0,S08
19.609,10,1039,336,-281,953,262,-29,971,-135,0,S08
19.625,111,1039,316,-245,972,252,29,1019,-106,0,S08
19.64,111,1039,316,-190,962,212,67,1076,-77,0,S08
19.656,111,980,326,-172,953,222,155,1047,-58,0,S08
19.671,111,970,306,-127,962,212,203,1038,-38,0,S08
19.687,121,990,306,-27,1009,292,233,1028,-77,0,S08
19.703,101,980,326,-154,981,272,262,1038,-126,0,S08
19.718,70,980,336,-254,888,252,184,1028,-67,0,S08
19.734,40,980,336,-345,898,252,184,1009,-145,0,S08
19.75,40,980,336,-345,870,262,106,923,-106,0,S08
19.765,80,960,346,-345,879,292,38,933,-126,0,S08
19.781,30,970,326,-300,888,262,-38,942,-116,0,S08
19.796,10,1029,326,-309,925,252,-29,904,-126,0,S08
19.812,10,1029,326,-272,972,252,-19,980,-126,0,S08
19.828,111,1019,267,-236,962,232,9,1057,-116,0,S08
19.843,111,980,316,-181,953,202,67,1057,-48,0,S08
19.859,111,960,326,-163,935,212,165,1038,-58,0,S08
19.875,131,980,306,-100,990,222,223,1038,-106,0,S08
19.89,121,990,326,-36,1018,272,233,1038,-116,0,S08
19.906,80,990,316,-200,907,272,242,1038,-126,0,S08
19.921,50,980,316,-281,925,242,184,1019,-106,0,S08
19.937,20,990,356,-345,898,232,165,971,-116,0,S08
19.953,60,960,356,-354,888,262,58,952,-106,0,S08
19.968,60,960,356,-327,888,252,48,923,-155,0,S08
19.984,60,950,346,-309,916,262,-19,923,-135,0,S08
20.0,30,980,326,-281,962,262,-19,961,-116,0,S08
20.015,10,1029,346,-236,962,252,19,1038,-116,0,S08
20.031,101,1019,306,-209,935,252,67,1057,-67,0,S08
20.046,101,980,277,-163,953,212,106,1066,-67,0,S08
20.062,111,960,306,-109,1000,212,184,1047,-97,0,S08
20.078,121,1000,306,-36,990,272,194,1019,-87,0,S08
20.093,121,980,316,-181,907,262,223,1047,-106,0,S08
20.109,60,990,306,-236,916,232,174,1047,-87,0,S08
20.125,50,980,326,-318,898,232,155,971,-87,0,S08
20.14,20,980,336,-372,870,252,77,942,-87,0,S08
20.156,40,960,356,-381,879,272,38,933,-135,0,S08
20.171,40,960,356,-345,916,252,38,933,-135,0,S08
20.187,-20,1009,356,-290,916,272,19,904,-97,0,S08
20.203,60,1039,306,-263,953,262,9,961,-135,0,S08
20.218,101,980,306,-218,944,222,67,1019,-77,0,S08
20.234,101,980,306,-218,944,222,77,1066,-58,0,S08
20.25,101,980,316,-163,953,212,155,1066,-67,0,S08
20.265,121,1000,297,-118,990,222,155,1066,-67,0,S08
20.281,70,990,316,-109,972,272,184,1038,-97,0,S08
20.296,70,990,316,-227,925,242,174,1057,-87,0,S08
20.312,60,990,326,-263,898,232,165,1028,-97,0,S08
20.328,60,970,336,-309,898,252,145,961,-106,0,S08
20.343,40,960,346,-345,879,252,48,942,-97,0,S08
20.359,50,990,336,-327,898,252,38,923,-155,0,S08
20.375,40,980,326,-336,907,252,-9,923,-106,0,S08
20.39,-30,1000,346,-290,916,272,19,980,-126,0,S08
20.406,70,1058,336,-281,972,252,48,1019,-116,0,S08
20.421,111,990,306,-190,935,222,77,1057,-58,0,S08
20.437,121,970,287,-172,962,212,126,1066,-58,0,S08
20.453,131,980,326,-109,990,202,184,1028,-97,0,S08
20.468,131,1000,316,-45,981,272,184,1028,-97,0,S08
20.484,101,1009,306,-190,944,252,165,1047,-87,0,S08
20.5,70,990,316,-236,916,242,145,1047,-106,0,S08
20.515,60,980,316,-300,898,242,135,980,-87,0,S08
20.531,50,960,356,-336,861,292,126,933,-135,0,S08
20.546,50,970,346,-372,879,272,58,895,-97,0,S08
20.562,50,970,346,-336,898,262,19,923,-126,0,S08
20.578,-10,1009,336,-281,944,242,38,933,-126,0,S08
20.593,40,1049,316,-254,953,252,38,1019,-87,0,S08
20.609,111,1000,297,-209,944,232,87,1076,-97,0,S08
20.625,101,990,316,-163,953,202,106,1085,-67,0,S08
20.64,90,980,287,-118,935,181,116,1057,-58,0,S08
20.656,111,1000,326,-81,1009,262,174,1019,-116,0,S08
20.671,121,990,326,-145,972,272,145,1057,-97,0,S08
20.687,90,980,316,-218,925,232,155,1028,-77,0,S08
20.703,40,970,316,-281,879,262,135,1028,-87,0,S08
20.718,30,990,326,-363,879,262,106,980,-126,0,S08
20.734,40,980,356,-390,870,272,67,933,-116,0,S08
20.75,0,980,336,-363,888,282,19,923,-135,0,S08
20.765,30,1019,326,-354,962,242,9,952,-135,0,S08
20.781,30,1029,316,-263,925,252,9,990,-116,0,S08
20.796,70,980,316,-200,916,212,38,1047,-106,0,S08
20.812,90,970,316,-181,935,212,77,1038,-77,0,S08
20.828,121,980,316,-190,962,232,87,1047,-67,0,S08
20.843,111,970,336,-136,962,232,126,1028,-77,0,S08
20.859,141,990,326,-54,1000,292,174,1009,-87,0,S08
20.875,90,1000,326,-227,972,252,184,1066,-87,0,S08
20.89,70,990,336,-318,898,242,203,1047,-106,0,S08
20.906,20,1009,326,-327,925,252,184,1009,-106,0,S08
20.921,40,990,346,-281,888,272,97,961,-77,0,S08
20.937,60,1000,336,-272,907,262,77,952,-106,0,S08
20.953,60,990,326,-218,944,262,19,961,-135,0,S08
20.968,70,990,326,-236,972,232,-19,990,-106,0,S08
20.984,70,1000,316,-209,935,222,19,1009,-135,0,S08
21.0,101,990,297,-190,925,222,48,1038,-77,0,S08
21.015,101,980,316,-209,944,222,77,1028,-67,0,S08
21.031,80,980,356,-254,907,222,135,990,-58,0,S08
21.046,70,950,336,-209,907,151,145,1000,-77,0,S08
21.062,70,1000,336,-100,1000,323,174,1000,-97,0,S08
21.078,70,1029,336,-281,953,272,184,1038,-106,0,S08
21.093,40,1000,326,-372,870,262,145,1000,-48,0,S08
21.109,-10,1009,356,-354,870,262,155,1000,-87,0,S08
21.125,40,960,326,-309,907,252,106,990,-106,0,S08
21.14,90,980,336,-236,935,282,58,961,-97,0,S08
21.156,80,990,316,-218,925,303,19,980,-135,0,S08
21.171,50,990,336,-236,953,262,0,1009,-106,0,S08
21.187,90,980,316,-163,925,212,0,1038,-116,0,S08
21.203,121,960,316,-163,916,212,38,1038,-58,0,S08
21.218,90,980,336,-236,935,222,77,1019,-48,0,S08
21.234,70,990,326,-272,907,242,106,990,-67,0,S08
21.25,70,970,346,-272,907,242,135,1019,-106,0,S08
21.265,80,1000,316,-236,935,232,184,1019,-106,0,S08
21.281,60,1009,336,-145,962,303,213,1028,-106,0,S08
21.296,60,1009,336,-281,925,292,174,1038,-77,0,S08
21.312,30,1000,326,-354,916,242,145,1019,-87,0,S08
21.328,70,980,326,-254,870,262,135,971,-87,0,S08
21.343,70,980,326,-263,907,262,29,971,-135,0,S08
21.359,90,980,356,-209,935,272,-9,971,-126,0,S08
21.375,60,1000,336,-254,962,262,-19,1019,-116,0,S08
21.39,90,1000,316,-209,935,262,19,1028,-97,0,S08
21.406,90,1000,316,-200,925,222,58,1038,-106,0,S08
21.421,90,990,306,-209,935,212,77,1000,-67,0,S08
21.437,60,990,326,-263,916,242,135,961,-67,0,S08
21.453,60,1000,316,-300,916,232,155,1009,-77,0,S08
21.468,70,970,336,-190,962,282,165,1038,-77,0,S08
21.484,101,990,326,-163,972,282,194,1038,-87,0,S08
21.5,70,980,336,-327,888,272,155,1019,-38,0,S08
21.515,50,1009,326,-309,879,242,145,980,-97,0,S08
21.531,20,980,356,-272,907,262,67,961,-77,0,S08
21.546,20,980,356,-245,925,272,48,961,-135,0,S08
21.562,90,970,346,-209,962,262,0,1000,-116,0,S08
21.578,101,990,346,-218,962,262,0,1047,-97,0,S08
21.593,70,990,326,-218,935,242,19,1057,-97,0,S08
21.609,60,1019,326,-218,907,242,19,1057,-97,0,S08
21.625,60,980,316,-272,925,222,67,1009,-48,0,S08
21.64,90,1000,316,-318,916,242,97,980,-48,0,S08
21.656,60,990,336,-309,907,282,116,961,-67,0,S08
21.671,40,1000,306,-172,972,292,155,1009,-126,0,S08
21.687,60,960,346,-236,953,323,174,1047,-97,0,S08
21.703,101,1000,336,-318,925,282,155,1028,-58,0,S08
21.718,70,1029,316,-263,870,252,135,1028,-77,0,S08
21.734,40,1019,326,-254,944,262,106,1000,-48,0,S08
21.75,50,970,336,-263,925,262,67,971,-126,0,S08
21.765,70,970,346,-172,972,262,48,961,-97,0,S08
21.781,90,980,316,-227,962,242,9,1019,-97,0,S08
21.796,90,990,306,-227,888,252,29,1028,-116,0,S08
21.812,50,1009,336,-245,916,191,58,1019,-97,0,S08
21.828,70,970,326,-245,916,191,58,1009,-48,0,S08
21.843,50,970,336,-290,907,222,87,980,-77,0,S08
21.859,60,990,326,-254,944,232,126,980,-77,0,S08
21.875,60,970,336,-254,944,232,126,1019,-38,0,S08
21.89,70,980,336,-290,916,282,155,1076,-126,0,S08
21.906,60,1019,336,-309,925,252,155,1009,-38,0,S08
21.921,30,1049,316,-254,898,222,135,1019,-67,0,S08
21.937,50,1009,326,-236,907,262,106,990,-106,0,S08
21.953,101,970,346,-209,953,272,9,980,-116,0,S08
21.968,90,990,326,-209,981,272,0,1019,-126,0,S08
21.984,60,1009,316,-254,935,252,19,1019,-87,0,S08
22.0,40,990,346,-263,888,232,48,1019,-58,0,S08
22.015,70,960,336,-281,898,222,87,990,-67,0,S08
22.031,20,970,336,-345,898,232,87,990,-67,0,S08
22.046,30,990,306,-354,888,252,116,942,-58,0,S08
22.062,60,970,336,-281,944,272,145,980,-97,0,S08
22.078,60,970,356,-190,972,333,126,1019,-58,0,S08
22.093,50,1009,356,-290,935,292,145,1047,-38,0,S08
22.109,70,1029,336,-263,907,222,116,1076,-38,0,S08
22.125,80,1009,316,-181,907,222,145,1038,-67,0,S08
22.14,101,960,316,-172,953,252,77,1009,-87,0,S08
22.156,101,990,356,-163,962,262,29,1009,-126,0,S08
22.171,101,980,326,-236,953,282,9,1009,-116,0,S08
22.187,60,990,326,-254,916,242,0,1019,-116,0,S08
22.203,60,990,326,-254,925,212,19,1019,-97,0,S08
22.218,60,1000,316,-272,907,212,67,1000,-38,0,S08
22.234,80,980,336,-318,907,232,87,990,-58,0,S08
22.25,60,980,336,-318,907,232,106,980,-67,0,S08
22.265,60,990,316,-272,916,242,126,1009,-97,0,S08
22.281,60,1009,336,-172,981,282,174,1019,-106,0,S08
22.296,90,1009,306,-245,972,292,145,1038,-48,0,S08
22.312,60,1000,336,-254,925,232,135,1057,-58,0,S08
22.328,70,980,336,-200,907,242,126,1009,-58,0,S08
22.343,101,960,346,-200,935,242,97,961,-106,0,S08
22.359,111,970,336,-200,935,242,67,980,-106,0,S08
22.375,80,980,346,-218,962,252,29,1000,-106,0,S08
22.39,40,990,326,-318,870,282,29,1000,-97,0,S08
22.406,50,990,316,-318,870,282,29,1000,-67,0,S08
22.421,70,970,326,-300,916,232,58,990,-58,0,S08
22.437,70,970,326,-318,916,242,58,971,-29,0,S08
22.453,50,980,346,-281,888,242,87,990,-67,0,S08
22.468,60,970,356,-227,972,313,126,1000,-58,0,S08
22.484,60,980,336,-227,981,292,155,1038,-58,0,S08
22.5,60,1019,326,-281,916,282,126,1066,-67,0,S08
22.515,70,990,336,-236,907,232,126,1028,-58,0,S08
22.531,50,1019,346,-200,935,242,87,980,-87,0,S08
22.546,90,990,336,-172,953,262,29,1009,-126,0,S08
22.562,111,1000,316,-181,953,242,9,1019,-106,0,S08
22.578,101,990,306,-245,935,262,9,1019,-87,0,S08
22.593,60,980,326,-290,907,252,48,1000,-67,0,S08
22.609,50,980,346,-281,879,242,87,990,-97,0,S08
22.625,60,970,336,-318,916,222,106,942,-58,0,S08
22.64,50,990,326,-327,907,252,165,961,-87,0,S08
22.656,60,980,346,-263,916,272,135,1009,-77,0,S08
22.671,50,980,376,-263,944,272,145,1047,-77,0,S08
22.687,30,1019,356,-300,925,303,116,1038,-29,0,S08
22.703,60,1009,316,-290,898,232,116,1038,-29,0,S08
22.718,50,980,336,-227,916,242,106,1019,-97,0,S08
22.734,80,980,346,-172,981,242,48,1000,-106,0,S08
22.75,90,1019,297,-200,925,252,48,1000,-106,0,S08
22.765,80,990,336,-263,916,252,29,1019,-97,0,S08
22.781,70,980,326,-272,916,252,29,1019,-67,0,S08
22.796,30,990,336,-281,925,222,48,1000,-48,0,S08
22.812,50,970,336,-263,916,212,67,1009,-87,0,S08
22.828,101,960,326,-254,935,232,67,971,-58,0,S08
22.843,30,980,326,-272,944,303,135,933,-67,0,S08
22.859,30,1039,346,-245,953,262,135,1028,-116,0,S08
22.875,60,1029,326,-236,935,242,116,1066,-58,0,S08
22.89,90,970,346,-245,944,252,87,1066,-48,0,S08
22.906,70,1019,306,-254,907,262,67,1019,-67,0,S08
22.921,90,960,346,-218,935,262,58,990,-97,0,S08
22.937,101,990,326,-218,935,262,38,1019,-106,0,S08
22.953,90,960,346,-245,888,272,38,1019,-106,0,S08
22.968,80,960,336,-245,888,272,67,980,-87,0,S08
22.984,60,1000,336,-281,916,232,77,990,-67,0,S08
23.0,50,990,326,-254,925,212,106,1000,-58,0,S08
23.015,70,970,336,-227,953,252,135,990,-58,0,S08
23.031,40,1000,306,-227,953,252,126,1009,-48,0,S08
23.046,60,1029,336,-254,953,252,135,1028,-38,0,S08
23.062,70,1000,297,-254,925,252,165,1028,-106,0,S08
23.078,60,980,336,-245,935,252,106,1057,-87,0,S08
23.093,80,990,346,-236,944,252,87,1047,-145,0,S08
23.109,90,980,346,-263,916,272,29,1000,-97,0,S08
